X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,MPE,MAPE
282,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0.092409241,0.265
283,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Cycle,Activity,Mi,0.084057971,0.322
284,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0.076045627,0.505
285,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0.049327354,0.742
286,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0.046783626,0.92
287,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Sitting,Rest,Se,0.014084507,0.255
288,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Standing,Rest,Se,0,0.278
289,Montoye,2017,-,Controlled,EE,"kcal/min, x5",Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (Parvo Medics TrueOne 2400),indirect calorimetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Supine,Rest,Se,-0.052631579,0.588
290,Jo,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Electrocardiography (COSMED Quark C12x),ECG,NA,NA,24,12,12,"healthy adults, college-aged",A,H,24.8,2.1,71.3,9.9,166,7,NA,NA,"CA, USA",Mixed,Activity,Mi,-0.076923077,0.098
291,Jo,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Electrocardiography (COSMED Quark C12x),ECG,NA,NA,24,12,12,"healthy adults, college-aged",A,H,24.8,2.1,71.3,9.9,166,7,NA,NA,"CA, USA",Mixed,Activity,Mi,-0.084507042,0.113
292,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0.027807487,0.06
293,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0.008421053,0.055
294,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,0,0.079
295,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Overground,Activity,Ao,-0.00591133,0.057
296,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,-0.010242086,0.043
297,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Supine,Rest,Se,-0.015748031,0.047
298,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,-0.016650343,0.046
299,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,Activity,At,-0.016791045,0.037
300,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Sitting,Rest,Se,-0.022408964,0.065
301,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Jog: Treadmill,Activity,At,-0.023560209,0.033
302,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Standing,Rest,Se,-0.040640394,0.056
303,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,NA,At,0.061323888,0.172
304,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,NA,At,0.044597293,0.134
305,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,NA,At,-0.046911484,0.076
306,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,NA,At,-0.087861485,0.098
307,Montoye,2017,-,Controlled,SC,steps/200m,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Overground,NA,Ao,-0.123975775,0.134
308,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,NA,At,-0.135516555,0.148
309,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Treadmill,NA,At,-0.144787971,0.15
310,Montoye,2017,-,Controlled,SC,steps/200m,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Overground,NA,Ao,-0.212731006,0.231
311,Montoye,2017,-,Controlled,SC,steps/5 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Accelerometry (OMRON HJ-323U [hip]),accelerometry,"waist, right",Waist/Hip,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Rest: Sitting,NA,Se,NA,0.031
312,Morris,2019,-,Controlled,EE,kcal/15 min,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,wrist,full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,47,22,25,healthy adults,A,H,28.5,11.6,NA,NA,NA,NA,"m: 24.7 ± 4.4 kg/m2
f: 22.8 ± 3.4 kg/m2",NA,USA,Exercise: High Intensity Functional Training,Activity,Mi,-0.444827586,0.221
313,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Cycle,Activity,Mi,-0.060909792,0.092
314,Montoye,2017,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, ND",full-text,y,Pulse oximetry (Nonin PureSAT),pulse oximetry,NA,NA,32,18,14,healthy adults,A,H,23.5,1.3,79.5,3,173,1.5,25.6,0.8,"MI, USA",Walk: Overground,Activity,Ao,-0.113402062,0.149
315,Stahl,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Walk: Treadmill,Activity,At,-0.022452504,0.0583
316,Stahl,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Walk: Treadmill,Activity,At,-0.026035503,0.0677
317,Stahl,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Rest: Sitting,Rest,Se,-0.031767956,0.0541
318,Stahl,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Rest: Sitting,Rest,Se,-0.04040404,0.0773
319,Stahl,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Walk: Treadmill,Activity,At,-0.07027027,0.0999
320,Stahl,2016,-,Controlled,HR,bpm,Fitbit,Charge HR,Fitbit Charge HR,2015,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Walk: Treadmill,Activity,At,-0.097716895,0.1006
321,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Treadmill,NA,At,NA,0.039
322,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Treadmill,NA,At,NA,0.044
323,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Treadmill,NA,At,NA,0.068
324,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Overground,NA,Ao,NA,0.198
325,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Overground,NA,Ao,NA,0.731
326,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.047
327,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.062
328,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.071
329,An,2016,-,Controlled,SC,steps/18 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.076
330,An,2016,-,Controlled,SC,steps/600m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.08
331,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.082
332,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.082
333,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.114
334,An,2016,-,Controlled,SC,steps/1800m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.153
335,An,2016,-,Controlled,SC,steps/600m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.162
336,An,2016,-,Controlled,SC,steps/600m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.219
337,Floegel,2017,-,Controlled,SC,steps/100m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,25,7,18,"older adults, impaired ambulation",A,H,79.2,7.4,NA,NA,NA,NA,28,6.5,"NC, USA",Walk: Overground,NA,Ao,-0.1631,0.163
338,Floegel,2017,-,Controlled,SC,steps/100m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,25,9,16,"older adults, cane-users",A,H,77.6,9.8,NA,NA,NA,NA,28,6.5,"NC, USA",Walk: Overground,NA,Ao,-0.2288,0.3589
339,Floegel,2017,-,Controlled,SC,steps/100m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,25,7,18,"older adults, non-impaired ambulation",A,H,74.3,6.3,NA,NA,NA,NA,28,6.5,"NC, USA",Walk: Overground,NA,Ao,-0.2694,0.2765
340,Floegel,2017,-,Controlled,SC,steps/100m,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,24,6,18,"older adults, walker-users",A,H,84.8,8.7,NA,NA,NA,NA,28,6.5,"NC, USA",Walk: Overground,NA,Ao,-0.574,0.5739
341,Kooiman,2015,2,Controlled,SC,steps/30 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,33,16,17,healthy adults,A,H,"M: 39 ± 13.1 
F: 35 ± 11.2",NA,NA,NA,NA,NA,"M: 23.6 ± 2.2 kg/m2
F: 22.5 ± 2.1 kg/m2",NA,Netherlands,Walk: Treadmill,NA,At,-0.056729028,0.057
342,Nelson,2016,-,Controlled,EE,kcal/bout,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (COSMED K4b),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",Ambulation: Treadmill or Overground,Activity,A,0.326315789,0.24
343,Nelson,2016,-,Controlled,EE,kcal/bout,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (COSMED K4b),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",Resting,Rest,Se,-0.068181818,0.14
344,Nelson,2016,-,Controlled,EE,kcal/bout,Fitbit,Flex,Fitbit Flex,2013,Wrist,"wrist, ND",full-text,y,Indirect calorimetry (COSMED K4b),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",ADLs,Activity,Mi,-0.072524407,0.21
345,Sushames,2016,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,25,13,12,healthy adults,A,H,23.7,5.8,"M: 85.3 ± 16.2 kg
F: 62.3 ± 7.6 kg",NA,"M: 175.7 ± 4.4 cm
F: 165.6 ± 5.8 cm",NA,"M: 27.7 ± 6.1 kg/m2
F: 22.7 ± 2.2 kg/m2",NA,"QL, AUS",Jog: Treadmill,NA,At,0.025232264,0.064
346,Sushames,2016,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,25,13,12,healthy adults,A,H,23.7,5.8,"M: 85.3 ± 16.2 kg
F: 62.3 ± 7.6 kg",NA,"M: 175.7 ± 4.4 cm
F: 165.6 ± 5.8 cm",NA,"M: 27.7 ± 6.1 kg/m2
F: 22.7 ± 2.2 kg/m2",NA,"QL, AUS",Stairs: Stepping,NA,St,0.010716796,0.155
347,Sushames,2016,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,25,13,12,healthy adults,A,H,23.7,5.8,"M: 85.3 ± 16.2 kg
F: 62.3 ± 7.6 kg",NA,"M: 175.7 ± 4.4 cm
F: 165.6 ± 5.8 cm",NA,"M: 27.7 ± 6.1 kg/m2
F: 22.7 ± 2.2 kg/m2",NA,"QL, AUS",Walk Incline: Treadmill,NA,At,-0.08212906,0.151
348,Sushames,2016,-,Controlled,SC,steps/6 min,Fitbit,Flex,Fitbit Flex,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,25,13,12,healthy adults,A,H,23.7,5.8,"M: 85.3 ± 16.2 kg
F: 62.3 ± 7.6 kg",NA,"M: 175.7 ± 4.4 cm
F: 165.6 ± 5.8 cm",NA,"M: 27.7 ± 6.1 kg/m2
F: 22.7 ± 2.2 kg/m2",NA,"QL, AUS",Walk: Treadmill,NA,At,-0.146783626,0.212
349,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"pants pocket, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Treadmill,NA,At,NA,0.037
350,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"pants pocket, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Treadmill,NA,At,NA,0.055
351,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"pants pocket, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Treadmill,NA,At,NA,0.055
352,Alinia,2017,-,Controlled,SC,steps/5 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"pants pocket, left",full-text,y,Manual count,manual count,NA,NA,15,8,7,healthy adults,A,H,range: 21-31,NA,range: 47-86,NA,range: 155-189,NA,range: 19.0-24.8,NA,"WA, USA",Walk: Overground,NA,Ao,NA,0.064
